Algorithm,Episode,Reward,Episode_Length,Vehicles_Processed,Final_Queue_Length
RANDOM_BASELINE,29,-599.8,500,25,15
RANDOM_BASELINE,30,-599.8,500,25,15
RANDOM_BASELINE,31,-599.8,500,25,15
RANDOM_BASELINE,32,-599.8,500,25,15
RANDOM_BASELINE,33,-599.8,500,25,15
RANDOM_BASELINE,34,-599.8,500,25,15
RANDOM_BASELINE,35,-599.8,500,25,15
RANDOM_BASELINE,36,-599.8,500,25,15
RANDOM_BASELINE,37,-599.8,500,25,15
RANDOM_BASELINE,38,-599.8,500,25,15
RANDOM_BASELINE,39,-599.8,500,25,15
RANDOM_BASELINE,40,-599.8,500,25,15
RANDOM_BASELINE,41,-599.8,500,25,15
RANDOM_BASELINE,42,-599.8,500,25,15
RANDOM_BASELINE,43,-599.8,500,25,15
RANDOM_BASELINE,44,-599.8,500,25,15
RANDOM_BASELINE,45,-599.8,500,25,15
RANDOM_BASELINE,46,-599.8,500,25,15
RANDOM_BASELINE,47,-599.8,500,25,15
RANDOM_BASELINE,48,-599.8,500,25,15
RANDOM_BASELINE,49,-599.8,500,25,15
RANDOM_BASELINE,50,-599.8,500,25,15
DQN_AGGRESSIVE,1,-778.6,500,25,15
DQN_AGGRESSIVE,2,-778.6,500,25,15
DQN_AGGRESSIVE,3,-778.6,500,25,15
DQN_AGGRESSIVE,4,-778.6,500,25,15
DQN_AGGRESSIVE,5,-778.6,500,25,15
DQN_AGGRESSIVE,6,-778.6,500,25,15
DQN_AGGRESSIVE,7,-778.6,500,25,15
DQN_AGGRESSIVE,8,-778.6,500,25,15
DQN_AGGRESSIVE,9,-778.6,500,25,15
DQN_AGGRESSIVE,10,-778.6,500,25,15
DQN_AGGRESSIVE,11,-778.6,500,25,15
DQN_AGGRESSIVE,12,-778.6,500,25,15
DQN_AGGRESSIVE,13,-778.6,500,25,15
DQN_AGGRESSIVE,14,-778.6,500,25,15
DQN_AGGRESSIVE,15,-778.6,500,25,15
DQN_AGGRESSIVE,16,-778.6,500,25,15
DQN_AGGRESSIVE,17,-778.6,500,25,15
DQN_AGGRESSIVE,18,-778.6,500,25,15
DQN_AGGRESSIVE,19,-778.6,500,25,15
DQN_AGGRESSIVE,20,-778.6,500,25,15
DQN_AGGRESSIVE,21,-778.6,500,25,15
DQN_AGGRESSIVE,22,-778.6,500,25,15
DQN_AGGRESSIVE,23,-778.6,500,25,15
DQN_AGGRESSIVE,24,-778.6,500,25,15
DQN_AGGRESSIVE,25,-778.6,500,25,15
DQN_AGGRESSIVE,26,-778.6,500,25,15
DQN_AGGRESSIVE,27,-778.6,500,25,15
DQN_AGGRESSIVE,28,-778.6,500,25,15
DQN_AGGRESSIVE,29,-778.6,500,25,15
DQN_AGGRESSIVE,30,-778.6,500,25,15
DQN_AGGRESSIVE,31,-778.6,500,25,15
DQN_AGGRESSIVE,32,-778.6,500,25,15
DQN_AGGRESSIVE,33,-778.6,500,25,15
DQN_AGGRESSIVE,34,-778.6,500,25,15
DQN_AGGRESSIVE,35,-778.6,500,25,15
DQN_AGGRESSIVE,36,-778.6,500,25,15
DQN_AGGRESSIVE,37,-778.6,500,25,15
DQN_AGGRESSIVE,38,-778.6,500,25,15
DQN_AGGRESSIVE,39,-778.6,500,25,15
DQN_AGGRESSIVE,40,-778.6,500,25,15
DQN_AGGRESSIVE,41,-778.6,500,25,15
DQN_AGGRESSIVE,42,-778.6,500,25,15
DQN_AGGRESSIVE,43,-778.6,500,25,15
DQN_AGGRESSIVE,44,-778.6,500,25,15
DQN_AGGRESSIVE,45,-778.6,500,25,15
DQN_AGGRESSIVE,46,-778.6,500,25,15
DQN_AGGRESSIVE,47,-778.6,500,25,15
DQN_AGGRESSIVE,48,-778.6,500,25,15
DQN_AGGRESSIVE,49,-778.6,500,25,15
DQN_AGGRESSIVE,50,-778.6,500,25,15
DQN_MAIN_TRAINING,1,-1371.2,500,25,15
DQN_MAIN_TRAINING,2,-1371.2,500,25,15
DQN_MAIN_TRAINING,3,-1371.2,500,25,15
DQN_MAIN_TRAINING,4,-1371.2,500,25,15
DQN_MAIN_TRAINING,5,-1371.2,500,25,15
DQN_MAIN_TRAINING,6,-1371.2,500,25,15
DQN_MAIN_TRAINING,7,-1371.2,500,25,15
DQN_MAIN_TRAINING,8,-1371.2,500,25,15
DQN_MAIN_TRAINING,9,-1371.2,500,25,15
DQN_MAIN_TRAINING,10,-1371.2,500,25,15
DQN_MAIN_TRAINING,11,-1371.2,500,25,15
DQN_MAIN_TRAINING,12,-1371.2,500,25,15
DQN_MAIN_TRAINING,13,-1371.2,500,25,15
DQN_MAIN_TRAINING,14,-1371.2,500,25,15
DQN_MAIN_TRAINING,15,-1371.2,500,25,15
DQN_MAIN_TRAINING,16,-1371.2,500,25,15
DQN_MAIN_TRAINING,17,-1371.2,500,25,15
DQN_MAIN_TRAINING,18,-1371.2,500,25,15
DQN_MAIN_TRAINING,19,-1371.2,500,25,15
DQN_MAIN_TRAINING,20,-1371.2,500,25,15
DQN_MAIN_TRAINING,21,-1371.2,500,25,15
DQN_MAIN_TRAINING,22,-1371.2,500,25,15
DQN_MAIN_TRAINING,23,-1371.2,500,25,15
DQN_MAIN_TRAINING,24,-1371.2,500,25,15
DQN_MAIN_TRAINING,25,-1371.2,500,25,15
DQN_MAIN_TRAINING,26,-1371.2,500,25,15
DQN_MAIN_TRAINING,27,-1371.2,500,25,15
DQN_MAIN_TRAINING,28,-1371.2,500,25,15
DQN_MAIN_TRAINING,29,-1371.2,500,25,15
DQN_MAIN_TRAINING,30,-1371.2,500,25,15
DQN_MAIN_TRAINING,31,-1371.2,500,25,15
DQN_MAIN_TRAINING,32,-1371.2,500,25,15
DQN_MAIN_TRAINING,33,-1371.2,500,25,15
DQN_MAIN_TRAINING,34,-1371.2,500,25,15
DQN_MAIN_TRAINING,35,-1371.2,500,25,15
DQN_MAIN_TRAINING,36,-1371.2,500,25,15
DQN_MAIN_TRAINING,37,-1371.2,500,25,15
DQN_MAIN_TRAINING,38,-1371.2,500,25,15
DQN_MAIN_TRAINING,39,-1371.2,500,25,15
DQN_MAIN_TRAINING,40,-1371.2,500,25,15
DQN_MAIN_TRAINING,41,-1371.2,500,25,15
DQN_MAIN_TRAINING,42,-1371.2,500,25,15
DQN_MAIN_TRAINING,43,-1371.2,500,25,15
DQN_MAIN_TRAINING,44,-1371.2,500,25,15
DQN_MAIN_TRAINING,45,-1371.2,500,25,15
DQN_MAIN_TRAINING,46,-1371.2,500,25,15
DQN_MAIN_TRAINING,47,-1371.2,500,25,15
DQN_MAIN_TRAINING,48,-1371.2,500,25,15
DQN_MAIN_TRAINING,49,-1371.2,500,25,15
DQN_MAIN_TRAINING,50,-1371.2,500,25,15
DQN_CONSERVATIVE,1,-7312.85,500,25,15
DQN_CONSERVATIVE,2,-7312.85,500,25,15
DQN_CONSERVATIVE,3,-7312.85,500,25,15
DQN_CONSERVATIVE,4,-7312.85,500,25,15
DQN_CONSERVATIVE,5,-7312.85,500,25,15
DQN_CONSERVATIVE,6,-7312.85,500,25,15
DQN_CONSERVATIVE,7,-7312.85,500,25,15
DQN_CONSERVATIVE,8,-7312.85,500,25,15
DQN_CONSERVATIVE,9,-7312.85,500,25,15
DQN_CONSERVATIVE,10,-7312.85,500,25,15
DQN_CONSERVATIVE,11,-7312.85,500,25,15
DQN_CONSERVATIVE,12,-7312.85,500,25,15
DQN_CONSERVATIVE,13,-7312.85,500,25,15
DQN_CONSERVATIVE,14,-7312.85,500,25,15
DQN_CONSERVATIVE,15,-7312.85,500,25,15
DQN_CONSERVATIVE,16,-7312.85,500,25,15
DQN_CONSERVATIVE,17,-7312.85,500,25,15
DQN_CONSERVATIVE,18,-7312.85,500,25,15
DQN_CONSERVATIVE,19,-7312.85,500,25,15
DQN_CONSERVATIVE,20,-7312.85,500,25,15
DQN_CONSERVATIVE,21,-7312.85,500,25,15
DQN_CONSERVATIVE,22,-7312.85,500,25,15
DQN_CONSERVATIVE,23,-7312.85,500,25,15
DQN_CONSERVATIVE,24,-7312.85,500,25,15
DQN_CONSERVATIVE,25,-7312.85,500,25,15
DQN_CONSERVATIVE,26,-7312.85,500,25,15
DQN_CONSERVATIVE,27,-7312.85,500,25,15
DQN_CONSERVATIVE,28,-7312.85,500,25,15
DQN_CONSERVATIVE,29,-7312.85,500,25,15
DQN_CONSERVATIVE,30,-7312.85,500,25,15
DQN_CONSERVATIVE,31,-7312.85,500,25,15
DQN_CONSERVATIVE,32,-7312.85,500,25,15
DQN_CONSERVATIVE,33,-7312.85,500,25,15
DQN_CONSERVATIVE,34,-7312.85,500,25,15
DQN_CONSERVATIVE,35,-7312.85,500,25,15
DQN_CONSERVATIVE,36,-7312.85,500,25,15
DQN_CONSERVATIVE,37,-7312.85,500,25,15
DQN_CONSERVATIVE,38,-7312.85,500,25,15
DQN_CONSERVATIVE,39,-7312.85,500,25,15
DQN_CONSERVATIVE,40,-7312.85,500,25,15
DQN_CONSERVATIVE,41,-7312.85,500,25,15
DQN_CONSERVATIVE,42,-7312.85,500,25,15
DQN_CONSERVATIVE,43,-7312.85,500,25,15
DQN_CONSERVATIVE,44,-7312.85,500,25,15
DQN_CONSERVATIVE,45,-7312.85,500,25,15
DQN_CONSERVATIVE,46,-7312.85,500,25,15
DQN_CONSERVATIVE,47,-7312.85,500,25,15
DQN_CONSERVATIVE,48,-7312.85,500,25,15
DQN_CONSERVATIVE,49,-7312.85,500,25,15
DQN_CONSERVATIVE,50,-7312.85,500,25,15
ACTOR_CRITIC_BASELINE,1,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,2,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,3,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,4,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,5,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,6,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,7,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,8,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,9,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,10,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,11,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,12,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,13,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,14,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,15,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,16,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,17,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,18,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,19,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,20,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,21,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,22,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,23,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,24,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,25,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,26,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,27,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,28,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,29,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,30,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,31,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,32,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,33,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,34,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,35,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,36,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,37,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,38,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,39,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,40,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,41,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,42,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,43,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,44,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,45,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,46,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,47,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,48,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,49,-9238.35,500,25,15
ACTOR_CRITIC_BASELINE,50,-9238.35,500,25,15
ACTOR_CRITIC_AGGRESSIVE,1,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,2,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,3,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,4,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,5,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,6,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,7,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,8,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,9,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,10,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,11,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,12,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,13,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,14,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,15,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,16,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,17,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,18,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,19,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,20,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,21,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,22,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,23,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,24,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,25,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,26,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,27,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,28,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,29,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,30,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,31,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,32,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,33,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,34,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,35,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,36,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,37,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,38,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,39,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,40,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,41,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,42,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,43,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,44,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,45,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,46,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,47,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,48,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,49,-14970.75,500,25,15
ACTOR_CRITIC_AGGRESSIVE,50,-14970.75,500,25,15
